idacr	leader	plad_id	archigos_id	startdate	enddate	startyear	endyear	adm0	adm1	adm2	country	continent	latitude	longitude	geoname	geo_precision	foreign_leader	ethnicity1	ethnicity2	ethnicity_geoepr1	ethnicity_geoepr2	ethnicitysource1	ethnicitysource2	ethnicity_precision	entry	exit	gender	yrborn	birthdate	uid	id_0	id_1	id_2	gid_0	gid_1	gid_2	edu_name	edu_r	birthplace_comment_external	ethnicity_comment_external
"BOS"	"Alija Izetbegovic"	"BOS_1990_1"	"35bae2e8-3bbd-11e5-afeb-eb6f07f9fec7"	1990-12-20	1998-10-13	1990.0	1998.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"."	"Bosnia"	"Europe"	44.73333	17.4	"Repuplika Srpska"	4	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://www.worldbulletin.net/personage/alija-izetbegovic-the-soul-of-the-bosnian-resistance-h178851.html"	"https://www.bbc.com/news/world-europe-17913518"	3	"Regular"	"Regular"	"M"	1925	1925-08-08	"."	"30"	"3"	"."	"BIH"	"BIH.3_1"	"."	"PhD in law"	8	"Samac was formerly part of Posavina ADM2 region in the Federation of B&H, but moved to Republica Srpska after the war. Thus, ADM2 region cannot be determined clearly."	"."
"BOS"	"Radisic"	"BOS_1998_1"	"821be4e0-1e42-11e4-b4cd-db5882bf8def"	1998-10-13	1999-06-15	1998.0	1999.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Banja Luka"	"Bosnia"	"Europe"	44.97991	16.71401	"Prijedor"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://apnews.com/7dd0ca8d75158a29d604c01b854eba6c"	"https://www.washingtonpost.com/gdpr-consent/?destination=%2fwp-srv%2finatl%2flongterm%2fbalkans%2fwho.htm%3f&utm_term=.10faaf055eee"	2	"Regular"	"Regular"	"M"	1937	1937-08-15	"93100"	"30"	"3"	"12"	"BIH"	"BIH.3_1"	"BIH.3.1_1"	"Degree in political science"	6	"."	"."
"BOS"	"Jelavic"	"BOS_1999_1"	"821c15b0-1e42-11e4-b4cd-db5882bf8def"	1999-06-15	2000-02-14	1999.0	2000.0	"Croatia"	"Splitsko-Dalmatinska"	"Vrgorac"	"Bosnia"	"Europe"	43.20583	17.37111	"Vrgorac"	1	"1"	"Croat"	"."	"Croats"	"."	"https://balkaninsight.com/2010/03/18/ante-jelavic-s-kidnappers-sentenced-in-zagreb/"	"http://www.ohr.int/?p=67245"	2	"Regular"	"Regular"	"M"	1963	1963-08-21	"102945"	"58"	"16"	"422"	"HRV"	"HRV.16_1"	"HRV.16.52_1"	"."	6	"."	"."
"BOS"	"Alija Izetbegovic"	"BOS_2000_1"	"35bae2e8-3bbd-11e5-afeb-eb6f07f9fec7"	2000-02-14	2000-10-14	2000.0	2000.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"."	"Bosnia"	"Europe"	44.73333	17.4	"Repuplika Srpska"	4	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://www.worldbulletin.net/personage/alija-izetbegovic-the-soul-of-the-bosnian-resistance-h178851.html"	"https://www.bbc.com/news/world-europe-17913518"	3	"Regular"	"Retired Due to Ill Health"	"M"	1925	1925-08-08	"."	"30"	"3"	"."	"BIH"	"BIH.3_1"	"."	"PhD in law"	8	"Samac was formerly part of Posavina ADM2 region in the Federation of B&H, but moved to Republica Srpska after the war. Thus, ADM2 region cannot be determined clearly."	"."
"BOS"	"Radisic"	"BOS_2000_2"	"821be4e0-1e42-11e4-b4cd-db5882bf8def"	2000-10-14	2001-06-14	2000.0	2001.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Banja Luka"	"Bosnia"	"Europe"	44.97991	16.71401	"Prijedor"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://apnews.com/7dd0ca8d75158a29d604c01b854eba6c"	"https://www.washingtonpost.com/gdpr-consent/?destination=%2fwp-srv%2finatl%2flongterm%2fbalkans%2fwho.htm%3f&utm_term=.10faaf055eee"	2	"Regular"	"Regular"	"M"	1937	1937-08-15	"93100"	"30"	"3"	"12"	"BIH"	"BIH.3_1"	"BIH.3.1_1"	"Degree in political science"	6	"."	"."
"BOS"	"Krizanovic"	"BOS_2001_1"	"821c15b1-1e42-11e4-b4cd-db5882bf8def"	2001-06-14	2002-02-14	2001.0	2002.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Central Bosnia"	"Bosnia"	"Europe"	44.15424	17.79009	"Vitez"	1	"0"	"Croat"	"."	"Croats"	"."	"http://edition.cnn.com/WORLD/election.watch/europe/bosnia5.html"	"https://prabook.com/web/jozo.krizanovic/2285914"	1	"Regular"	"Regular"	"M"	1944		"98369"	"30"	"2"	"4"	"BIH"	"BIH.2_1"	"BIH.2.3_1"	"."		"."	"."
"BOS"	"Belkic"	"BOS_2002_1"	"821c4684-1e42-11e4-b4cd-db5882bf8def"	2002-02-14	2002-10-28	2002.0	2002.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://everything.explained.today/List_of_Bosniaks/"	"https://en.wikipedia.org/wiki/List_of_Bosniaks#Politicians"	3	"Regular"	"Regular"	"M"	1946		"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"."	6	"."	"."
"BOS"	"Sarovic"	"BOS_2002_2"	"821c4685-1e42-11e4-b4cd-db5882bf8def"	2002-10-28	2003-04-02	2002.0	2003.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Istocno Sarajevo"	"Bosnia"	"Europe"	43.79894	19.00363	"Rogatica"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://www.eusew.eu/mirko-%C5%A1arovi%C4%87"	"https://www.theguardian.com/world/2003/apr/03/iraq.balkans"	3	"Regular"	"Regular"	"M"	1956	1956-09-16	"99117"	"30"	"3"	"16"	"BIH"	"BIH.3_1"	"BIH.3.5_1"	"Degree in law"	7	"."	"."
"BOS"	"Borislav Paravac"	"BOS_2003_1"	"821c4686-1e42-11e4-b4cd-db5882bf8def"	2003-04-10	2003-06-27	2003.0	2003.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Doboj"	"Bosnia"	"Europe"	44.75944	18.065	"Doboj"	3	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2007/09/11/address-by-slobodan-radulj-advisor-to-the-serb-member-of-the-bosnia-and-herzegovina-presidency-borislav-paravac/"	"https://prabook.com/web/borislav.paravac/2474502"	2	"Regular"	"Regular"	"M"	1943		"93726"	"30"	"3"	"14"	"BIH"	"BIH.3_1"	"BIH.3.3_1"	"Degree in economics"	6	"."	"."
"BOS"	"Dragan Covic"	"BOS_2003_2"	"821c4687-1e42-11e4-b4cd-db5882bf8def"	2003-06-27	2004-02-28	2003.0	2004.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Herzegovina-Neretva"	"Bosnia"	"Europe"	43.34333	17.80806	"Mostar"	1	"0"	"Croat"	"."	"Croats"	"."	"https://balkaninsight.com/2018/06/25/bosnian-croats-undermining-state-by-opening-eu-office-06-25-2018/"	"https://www.total-croatia-news.com/the-croatian-diaspora/33468-bosnian-serb"	1	"Regular"	"Regular"	"M"	1956	1956-08-20	"101211"	"30"	"2"	"5"	"BIH"	"BIH.2_1"	"BIH.2.4_1"	"PhD in engineering"	8	"."	"."
"BOS"	"Sulejman Tihic"	"BOS_2004_1"	"821c4688-1e42-11e4-b4cd-db5882bf8def"	2004-02-28	2004-10-28	2004.0	2004.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"."	"Bosnia"	"Europe"	44.73333	17.4	"Repuplika Srpska"	4	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://balkaneu.com/bosnia-herzegovina-pay-tribute-sulejman-tihic/"	"."	3	"Regular"	"Regular"	"M"	1951		"."	"30"	"3"	"."	"BIH"	"BIH.3_1"	"."	"Degree in law"	7	"Samac was formerly part of Posavina ADM2 region in the Federation of B&H, but moved to Republica Srpska after the war. Thus, ADM2 region cannot be determined clearly."	"."
"BOS"	"Borislav Paravac"	"BOS_2004_2"	"821c4686-1e42-11e4-b4cd-db5882bf8def"	2004-10-28	2005-06-28	2004.0	2005.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Doboj"	"Bosnia"	"Europe"	44.75944	18.065	"Doboj"	3	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2007/09/11/address-by-slobodan-radulj-advisor-to-the-serb-member-of-the-bosnia-and-herzegovina-presidency-borislav-paravac/"	"https://prabook.com/web/borislav.paravac/2474502"	2	"Regular"	"Regular"	"M"	1943		"93726"	"30"	"3"	"14"	"BIH"	"BIH.3_1"	"BIH.3.3_1"	"Degree in economics"	6	"."	"."
"BOS"	"Miro Jovic"	"BOS_2005_1"	"82521129-1e42-11e4-b4cd-db5882bf8def"	2005-06-28	2006-02-28	2005.0	2006.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Herzegovina-Neretva"	"Bosnia"	"Europe"	43.11389	17.70361	"?apljina"	1	"0"	"Croat"	"."	"Croats"	"."	"http://predsjednistvobih.ba/saop/saziv1-3/default.aspx?id=21417&langTag=en-US"	"http://www.electionguide.org/elections/id/2020/"	1	"Regular"	"Regular"	"M"	1950		"103812"	"30"	"2"	"5"	"BIH"	"BIH.2_1"	"BIH.2.4_1"	"."	7	"."	"."
"BOS"	"Sulejman Tihic"	"BOS_2006_1"	"821c4688-1e42-11e4-b4cd-db5882bf8def"	2006-02-28	2006-11-06	2006.0	2006.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"."	"Bosnia"	"Europe"	44.73333	17.4	"Repuplika Srpska"	4	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://balkaneu.com/bosnia-herzegovina-pay-tribute-sulejman-tihic/"	"."	3	"Regular"	"Regular"	"M"	1951		"."	"30"	"3"	"."	"BIH"	"BIH.3_1"	"."	"Degree in law"	7	"Samac was formerly part of Posavina ADM2 region in the Federation of B&H, but moved to Republica Srpska after the war. Thus, ADM2 region cannot be determined clearly."	"."
"BOS"	"Radmanovic"	"BOS_2006_2"	"82524202-1e42-11e4-b4cd-db5882bf8def"	2006-11-06	2007-07-06	2006.0	2007.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Tuzla"	"Bosnia"	"Europe"	44.70307	18.3101	"Gra?anica"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2014/11/14/leaving-bosnia-serb-president-criticized-ohr/"	"http://enacademic.com/dic.nsf/enwiki/3758984"	1	"Regular"	"Regular"	"M"	1949		"95036"	"30"	"2"	"8"	"BIH"	"BIH.2_1"	"BIH.2.7_1"	"."	7	"."	"."
"BOS"	"Zeljko Komsic"	"BOS_2007_1"	"82524203-1e42-11e4-b4cd-db5882bf8def"	2007-07-06	2008-03-06	2007.0	2008.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosnian-Croat"	"Bosnian-Serb"	"Croats"	"Bosniaks"	"https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/"	"https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J"	2	"Regular"	"Regular"	"M"	1964	1964-01-20	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Bachelor��s degree in law"	6	"."	"From his parents side, Zejko is a Bosnian-Croat (father) and Bosnian-Serb (mother). Zejko represents the Croat part of the tri-partite government, although he was elected mostly by Bosnians."
"BOS"	"Silajdzic"	"BOS_2008_1"	"82524204-1e42-11e4-b4cd-db5882bf8def"	2008-03-06	2008-11-06	2008.0	2008.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Zenica-Doboj"	"Bosnia"	"Europe"	44.00667	18.27583	"Breza"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://www.jstor.org/stable/20699644?seq=1#metadata_info_tab_contents"	"https://cornellsun.com/2017/11/20/can-there-be-progress-without-war-former-prime-minister-of-bosnia-and-herzegovina-asks/"	1	"Regular"	"Regular"	"M"	1945		"98997"	"30"	"2"	"11"	"BIH"	"BIH.2_1"	"BIH.2.10_1"	"."	8	"."	"."
"BOS"	"Radmanovic"	"BOS_2008_2"	"82524202-1e42-11e4-b4cd-db5882bf8def"	2008-11-06	2009-07-06	2008.0	2009.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Tuzla"	"Bosnia"	"Europe"	44.70307	18.3101	"Gra?anica"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2014/11/14/leaving-bosnia-serb-president-criticized-ohr/"	"http://enacademic.com/dic.nsf/enwiki/3758984"	1	"Regular"	"Regular"	"M"	1949		"95036"	"30"	"2"	"8"	"BIH"	"BIH.2_1"	"BIH.2.7_1"	"."	7	"."	"."
"BOS"	"Zeljko Komsic"	"BOS_2009_1"	"82524203-1e42-11e4-b4cd-db5882bf8def"	2009-07-06	2010-03-06	2009.0	2010.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosnian-Croat"	"Bosnian-Serb"	"Croats"	"Bosniaks"	"https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/"	"https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J"	2	"Regular"	"Regular"	"M"	1964	1964-01-20	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Bachelor��s degree in law"	6	"."	"From his parents side, Zejko is a Bosnian-Croat (father) and Bosnian-Serb (mother). Zejko represents the Croat part of the tri-partite government, although he was elected mostly by Bosnians."
"BOS"	"Silajdzic"	"BOS_2010_1"	"82524204-1e42-11e4-b4cd-db5882bf8def"	2010-03-06	2010-11-10	2010.0	2010.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Zenica-Doboj"	"Bosnia"	"Europe"	44.00667	18.27583	"Breza"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://www.jstor.org/stable/20699644?seq=1#metadata_info_tab_contents"	"https://cornellsun.com/2017/11/20/can-there-be-progress-without-war-former-prime-minister-of-bosnia-and-herzegovina-asks/"	1	"Regular"	"Regular"	"M"	1945		"98997"	"30"	"2"	"11"	"BIH"	"BIH.2_1"	"BIH.2.10_1"	"."	8	"."	"."
"BOS"	"Radmanovic"	"BOS_2010_2"	"82524202-1e42-11e4-b4cd-db5882bf8def"	2010-11-10	2011-07-10	2010.0	2011.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Tuzla"	"Bosnia"	"Europe"	44.70307	18.3101	"Gra?anica"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2014/11/14/leaving-bosnia-serb-president-criticized-ohr/"	"http://enacademic.com/dic.nsf/enwiki/3758984"	1	"Regular"	"Regular"	"M"	1949		"95036"	"30"	"2"	"8"	"BIH"	"BIH.2_1"	"BIH.2.7_1"	"."		"."	"."
"BOS"	"Zeljko Komsic"	"BOS_2011_1"	"82524203-1e42-11e4-b4cd-db5882bf8def"	2011-07-10	2014-03-10	2011.0	2014.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosnian-Croat"	"Bosnian-Serb"	"Croats"	"Bosniaks"	"https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/"	"https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J"	2	"Regular"	"Regular"	"M"	1964	1964-01-20	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Bachelor��s degree in law"	6	"."	"From his parents side, Zejko is a Bosnian-Croat (father) and Bosnian-Serb (mother). Zejko represents the Croat part of the tri-partite government, although he was elected mostly by Bosnians."
"BOS"	"Bakir Izetbegovic"	"BOS_2014_1"	"43f80ffc-de6a-11e5-ba44-bb6d7c1a9a58"	2014-03-10	2014-11-17	2014.0	2014.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://balkaninsight.com/2018/02/05/third-entity-in-bosnia-not-possible-without-war-02-05-2018/"	"https://www.rferl.org/a/bosnia-herzegovina-elections-izetbegovic-dodik/29530392.html"	1	"Regular"	"Regular"	"M"	1956	1956-06-28	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Degree in architecture"	7	"."	"."
"BOS"	"Mladen Ivanic"	"BOS_2014_2"	"149e8af6-aae0-11e4-b3bc-29f2fa19767e"	2014-11-17	2015-07-17	2014.0	2015.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Una-Sana"	"Bosnia"	"Europe"	44.74694	16.58139	"Sanski Most"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2018/03/02/serb-member-of-bosnian-presidency-seek-dismissal-of-the-bosnian-ambassador-in-russia-over-the-photography-03-02-2018/"	"https://www.dw.com/en/conflict-zone-mladen-ivanic/av-45835954"	1	"Regular"	"Regular"	"M"	1958	1958-09-16	"94566"	"30"	"2"	"9"	"BIH"	"BIH.2_1"	"BIH.2.8_1"	"PhD in economics"	8	"."	"."
"BOS"	"Dragan Covic"	"BOS_2015_1"	"43f80ffd-de6a-11e5-ba44-bb6d7c1a9a58"	2015-07-17	2016-03-17	2015.0	2016.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Herzegovina-Neretva"	"Bosnia"	"Europe"	43.34333	17.80806	"Mostar"	1	"0"	"Croat"	"."	"Croats"	"."	"https://balkaninsight.com/2018/06/25/bosnian-croats-undermining-state-by-opening-eu-office-06-25-2018/"	"https://www.total-croatia-news.com/the-croatian-diaspora/33468-bosnian-serb"	1	"Regular"	"Regular"	"M"	1956	1956-08-20	"101211"	"30"	"2"	"5"	"BIH"	"BIH.2_1"	"BIH.2.4_1"	"PhD in engineering"	8	"."	"."
"BOS"	"Bakir Izetbegovic"	"BOS_2016_1"	"."	2016-03-17	2016-11-17	2016.0	2016.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://balkaninsight.com/2018/02/05/third-entity-in-bosnia-not-possible-without-war-02-05-2018/"	"https://www.rferl.org/a/bosnia-herzegovina-elections-izetbegovic-dodik/29530392.html"	1	"Regular"	"Regular"	"M"	1956	1956-06-28	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Degree in Architecture"	7	"."	"."
"BOS"	"Mladen Ivanic"	"BOS_2016_2"	"."	2016-11-17	2017-07-17	2016.0	2017.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Una-Sana"	"Bosnia"	"Europe"	44.74694	16.58139	"Sanski Most"	1	"0"	"Serbian"	"."	"Serbs"	"."	"https://balkaninsight.com/2018/03/02/serb-member-of-bosnian-presidency-seek-dismissal-of-the-bosnian-ambassador-in-russia-over-the-photography-03-02-2018/"	"https://www.dw.com/en/conflict-zone-mladen-ivanic/av-45835954"	1	"Regular"	"Regular"	"M"	1958	1958-09-16	"94566"	"30"	"2"	"9"	"BIH"	"BIH.2_1"	"BIH.2.8_1"	"PhD in economics"	8	"."	"."
"BOS"	"Dragan Covic"	"BOS_2017_1"	"."	2017-07-17	2018-03-17	2017.0	2018.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Herzegovina-Neretva"	"Bosnia"	"Europe"	43.34333	17.80806	"Mostar"	1	"0"	"Croat"	"."	"Croats"	"."	"https://balkaninsight.com/2018/06/25/bosnian-croats-undermining-state-by-opening-eu-office-06-25-2018/"	"https://www.total-croatia-news.com/the-croatian-diaspora/33468-bosnian-serb"	1	"Regular"	"Regular"	"M"	1956	1956-08-20	"101211"	"30"	"2"	"5"	"BIH"	"BIH.2_1"	"BIH.2.4_1"	"PhD in engineering"	8	"."	"."
"BOS"	"Bakir Izetbegovic"	"BOS_2018_1"	"."	2018-03-17	2018-11-20	2018.0	2018.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://balkaninsight.com/2018/02/05/third-entity-in-bosnia-not-possible-without-war-02-05-2018/"	"https://www.rferl.org/a/bosnia-herzegovina-elections-izetbegovic-dodik/29530392.html"	1	"Regular"	"Regular"	"M"	1956	1956-06-28	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Degree in Architecture"	7	"."	"."
"BOS"	"Milorad Dodik"	"BOS_2018_2"	"."	2018-11-20	2019-07-20	2018.0	2019.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Banja Luka"	"Bosnia"	"Europe"	44.77842	17.19386	"Banja Luka"	1	"0"	"Bosnian-Serb"	"."	"Bosniaks"	"."	"https://www.rferl.org/a/bosnia-herzegovina-presidency-election-russia-dodik/29530509.html"	"."	3	"Regular"	"Regular"	"M"	1959	1959-03-12	"93861"	"30"	"3"	"12"	"BIH"	"BIH.3_1"	"BIH.3.1_1"	"Master��s degree in political science"	7	"."	"."
"BOS"	"Zeljko Komsic"	"BOS_2019_1"	"."	2019-07-20	2020-03-20	2019.0	2020.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosnian-Croat"	"Bosnian-Serb"	"Croats"	"Bosniaks"	"https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/"	"https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J"	1	"Regular"	"Regular"	"M"	1964	1964-01-20	"99756"	"30"	"2"	"7"	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Bachelor��s degree in law"	6	"."	"From his parents side, Zejko is a Bosnian-Croat (father) and Bosnian-Serb (mother). Zejko represents the Croat part of the tri-partite government, although he was elected mostly by Bosnians."
"BOS"	"Sefik Dzaferovic"	"BOS_2020_1"	"."	2020-03-20	2020-11-20	2020.0	2020.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Zenica-Doboj"	"Bosnia"	"Europe"	44.44583	18.14972	"Zavidovici"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://en.wikipedia.org/wiki/%C5%A0efik_D%C5%BEaferovi%C4%87"	"https://www.nytimes.com/2022/01/02/world/europe/bosnia-war-putin.html"	2	"Regular"	"Regular"	"M"	1957	1957-09-09	"96783"	"30"	"2"	"11"	"BIH"	"BIH.2_1"	"BIH.2.10_1"	"Degree in law"	7	"."	"."
"BOS"	"Milorad Dodik"	"BOS_2020_2"	"."	2020-11-20	2021-07-20	2020.0	2021.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Banja Luka"	"Bosnia"	"Europe"	44.77842	17.19386	"Banja Luka"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1959		"93861"	"30"	"3"	"12"	"BIH"	"BIH.3_1"	"BIH.3.1_1"	"Master��s degree in political science"	7	"."	"."
"BOS"	"Zeljko Komsic"	"BOS_2021_1"	"."	2021-07-20	2022-03-20	2021.0	2022.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosnian-Croat"	"Bosnian-Serb"	"Croats"	"Bosniaks"	"https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/"	"https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J"	1	"Regular"	"Regular"	"M"	1964	1964-01-20	"."	"."	"."	"."	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Bachelor��s degree in law"	6	"."	"From his parents side, Zejko is a Bosnian-Croat (father) and Bosnian-Serb (mother). Zejko represents the Croat part of the tri-partite government, although he was elected mostly by Bosnians."
"BOS"	"Sefik Dzaferovic"	"BOS_2022_1"	"."	2022-03-20	2022-11-16	2022.0	2022.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Zenica-Doboj"	"Bosnia"	"Europe"	44.44583	18.14972	"Zavidovici"	1	"0"	"Bosniak"	"."	"Bosniaks"	"."	"https://en.wikipedia.org/wiki/%C5%A0efik_D%C5%BEaferovi%C4%87"	"https://www.nytimes.com/2022/01/02/world/europe/bosnia-war-putin.html"	2	"Regular"	"Regular"	"M"	1957	1957-09-09	"."	"."	"."	"."	"BIH"	"BIH.2_1"	"BIH.2.10_1"	"Bachelor��s degree in law"	6	"."	"."
"BOS"	"Zeljka Cvijanovic"	"BOS_2022_2"	"."	2022-11-16	2023-07-16	2022.0	2023.0	"Bosnia and Herzegovina"	"Repuplika Srpska"	"Banja Luka"	"Bosnia"	"Europe"	44.60639	17.85972	"Teslic"	1	"0"	"Bosnian-Serbian"	"."	"Serbs"	"."	"https://www.euronews.com/2022/11/16/bosnias-new-presidency-takes-office-and-vows-to-resolve-mounting-crises"	"https://en.wikipedia.org/wiki/%C5%BDeljka_Cvijanovi%C4%87#cite_note-bio-1"	2	"Regular"	"Regular"	"F"	1967	1967-03-04	"."	"."	"."	"."	"BIH"	"BIH.3_1"	"BIH.3.1_1"	"Master's in diplomatic consular law"	7	"."	"."
"BOS"	"Zeljko Komsic"	"BOS_2023_1"	"."	2023-07-16	2023-12-31	2023.0	2023.0	"Bosnia and Herzegovina"	"Federacija Bosna i Hercegovina"	"Sarajevo"	"Bosnia"	"Europe"	43.84864	18.35644	"Sarajevo"	1	"0"	"Bosnian-Croat"	"Bosnian-Serb"	"Croats"	"Bosniaks"	"https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/"	"https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J"	1	"Regular"	"Still in Office"	"M"	1964	1964-01-20	"."	"."	"."	"."	"BIH"	"BIH.2_1"	"BIH.2.6_1"	"Bachelor��s degree in law"	6	"."	"From his parents side, Zejko is a Bosnian-Croat (father) and Bosnian-Serb (mother). Zejko represents the Croat part of the tri-partite government, although he was elected mostly by Bosnians."
